loan_id,' no_of_dependents',' education',' self_employed',' income_annum',' loan_amount',' loan_term',' cibil_score',' residential_assets_value',' commercial_assets_value',' luxury_assets_value',' bank_asset_value',' loan_status'
2111,2,' Graduate',' Yes',1100000,3700000,2,806,2700000,800000,2900000,500000,' Approved'
3507,5,' Graduate',' No',700000,2400000,16,447,1300000,700000,2600000,800000,' Rejected'
3274,3,' Graduate',' Yes',4000000,8300000,8,531,3700000,7400000,15200000,5900000,' Rejected'
2079,1,' Graduate',' Yes',1000000,3700000,14,798,2000000,200000,3800000,1400000,' Approved'
1443,1,' Graduate',' Yes',6000000,23300000,12,672,2000000,11300000,19600000,6400000,' Approved'
3969,4,' Not Graduate',' No',7700000,24500000,20,582,9800000,6600000,29100000,6500000,' Approved'
4062,5,' Not Graduate',' No',2000000,6900000,18,516,4600000,3400000,6500000,1600000,' Rejected'
2544,0,' Not Graduate',' Yes',1900000,6300000,16,811,1100000,100000,5100000,1900000,' Approved'
926,5,' Graduate',' No',3000000,8000000,6,333,3200000,400000,8200000,2200000,' Rejected'
2954,5,' Not Graduate',' No',6900000,19200000,12,408,10000000,5000000,24900000,9000000,' Rejected'
144,4,' Not Graduate',' No',6600000,17400000,20,506,2600000,10000000,25900000,7200000,' Rejected'
2654,2,' Not Graduate',' No',4400000,14200000,18,799,6300000,7800000,10800000,2400000,' Approved'
4018,3,' Graduate',' Yes',2200000,4400000,2,861,1300000,2600000,4500000,2300000,' Approved'
4057,2,' Graduate',' Yes',7800000,22100000,6,533,11900000,2500000,19300000,10800000,' Rejected'
538,1,' Graduate',' No',5900000,15200000,2,547,17100000,2000000,14700000,3600000,' Rejected'
4227,5,' Graduate',' Yes',700000,2600000,2,869,1100000,500000,1400000,500000,' Approved'
3105,2,' Not Graduate',' Yes',6400000,19300000,6,414,7200000,1800000,19100000,3900000,' Rejected'
445,1,' Not Graduate',' Yes',3600000,10300000,12,536,6800000,500000,12200000,2700000,' Rejected'
1726,3,' Not Graduate',' Yes',3700000,13800000,10,621,4000000,800000,11900000,5300000,' Approved'
3102,1,' Not Graduate',' Yes',1600000,4400000,4,364,2500000,700000,4300000,2400000,' Rejected'
672,4,' Graduate',' No',7200000,22900000,18,657,14600000,400000,17400000,8800000,' Approved'
1903,2,' Not Graduate',' No',2900000,7300000,2,776,8300000,3000000,8500000,3400000,' Approved'
1191,2,' Graduate',' Yes',8100000,25700000,8,455,22300000,11500000,19800000,9500000,' Rejected'
35,3,' Graduate',' No',4900000,11900000,8,612,9700000,1200000,19000000,5800000,' Approved'
2082,0,' Not Graduate',' Yes',8600000,23000000,14,678,18800000,16400000,22900000,12000000,' Approved'
964,0,' Graduate',' No',5000000,14400000,4,874,3000000,9300000,14100000,3900000,' Approved'
805,2,' Not Graduate',' Yes',800000,2100000,6,726,2000000,0,2600000,600000,' Approved'
103,2,' Not Graduate',' Yes',4300000,12900000,20,618,11400000,3600000,11400000,2400000,' Approved'
2346,3,' Graduate',' No',4100000,15300000,6,440,7500000,5100000,8200000,2000000,' Rejected'
1993,0,' Not Graduate',' Yes',7300000,22600000,12,851,3300000,3400000,24800000,5300000,' Approved'
2753,1,' Graduate',' No',200000,300000,12,697,600000,300000,700000,100000,' Approved'
1803,5,' Not Graduate',' No',6000000,24000000,20,639,300000,7300000,15100000,6600000,' Approved'
3015,4,' Graduate',' Yes',2500000,8000000,8,464,4000000,3000000,9000000,3000000,' Rejected'
1030,2,' Not Graduate',' Yes',9500000,37000000,8,887,21800000,18300000,19200000,11700000,' Approved'
3134,4,' Graduate',' No',700000,2300000,16,688,1500000,300000,1900000,400000,' Approved'
3099,5,' Graduate',' Yes',5300000,18200000,16,546,14600000,7900000,13400000,4000000,' Rejected'
926,5,' Graduate',' No',3000000,8000000,6,333,3200000,400000,8200000,2200000,' Rejected'
3902,5,' Graduate',' No',2300000,4900000,4,529,6200000,3900000,9200000,2000000,' Rejected'
4115,4,' Graduate',' No',400000,1000000,20,692,500000,400000,1600000,200000,' Approved'
3076,3,' Graduate',' Yes',1400000,5400000,20,304,1700000,1300000,2900000,800000,' Rejected'
3495,4,' Not Graduate',' Yes',8800000,22200000,10,512,6800000,4000000,31900000,9900000,' Rejected'
2207,0,' Not Graduate',' Yes',700000,2000000,18,650,400000,1300000,2800000,500000,' Approved'
1483,0,' Not Graduate',' Yes',2300000,6200000,8,712,6800000,1700000,8800000,1500000,' Approved'
1680,4,' Graduate',' No',1600000,5500000,10,577,400000,1200000,4100000,1400000,' Approved'
139,3,' Not Graduate',' Yes',2900000,8500000,12,564,1000000,3100000,7500000,1800000,' Approved'
2676,4,' Graduate',' Yes',5400000,17100000,2,533,13800000,5100000,12200000,4700000,' Approved'
3683,2,' Not Graduate',' No',9300000,32300000,4,586,14300000,6400000,37000000,10400000,' Approved'
31,2,' Not Graduate',' No',9800000,25300000,12,313,20200000,5200000,25500000,9300000,' Rejected'
3523,1,' Graduate',' No',2900000,9600000,4,658,8200000,4300000,7000000,2700000,' Approved'
4123,3,' Graduate',' No',7800000,21800000,8,517,7700000,5100000,19500000,9100000,' Rejected'
3286,0,' Not Graduate',' Yes',9400000,35500000,16,592,9300000,11800000,30500000,5800000,' Approved'
649,0,' Not Graduate',' Yes',6800000,14400000,8,812,15200000,4500000,21100000,6400000,' Approved'
3377,5,' Graduate',' Yes',1600000,4100000,2,748,1400000,1000000,4200000,1000000,' Approved'
430,3,' Graduate',' No',9200000,36400000,18,669,3100000,12700000,30900000,12300000,' Approved'
2505,3,' Graduate',' Yes',9200000,33500000,8,564,20800000,15200000,29800000,11400000,' Approved'
509,2,' Graduate',' Yes',4100000,11200000,6,442,12200000,4100000,10000000,4500000,' Rejected'
859,1,' Not Graduate',' Yes',2400000,6200000,12,337,3400000,2100000,9400000,2300000,' Rejected'
2100,3,' Graduate',' Yes',6100000,18100000,14,538,11800000,4200000,16200000,7500000,' Rejected'
1872,2,' Graduate',' Yes',4900000,12200000,18,353,7000000,200000,14400000,3600000,' Rejected'
502,2,' Graduate',' No',4700000,12500000,14,375,1300000,6300000,10100000,5400000,' Rejected'
950,2,' Graduate',' Yes',300000,700000,4,411,600000,0,1200000,100000,' Rejected'
2637,0,' Not Graduate',' No',1000000,2200000,12,302,2200000,400000,3700000,1400000,' Rejected'
1458,5,' Not Graduate',' No',2700000,8300000,8,833,4600000,1300000,6800000,3300000,' Approved'
2694,3,' Not Graduate',' Yes',8200000,16500000,18,371,19000000,1200000,18500000,8200000,' Rejected'
2583,0,' Graduate',' No',6800000,21700000,20,730,17500000,1300000,18600000,3600000,' Approved'
155,3,' Not Graduate',' No',9400000,35000000,16,548,18200000,4400000,36100000,4800000,' Rejected'
2527,3,' Graduate',' Yes',4700000,13200000,12,440,4000000,3300000,16600000,4300000,' Rejected'
770,5,' Not Graduate',' No',1300000,4800000,4,346,3200000,1600000,3400000,1600000,' Approved'
1458,5,' Not Graduate',' No',2700000,8300000,8,833,4600000,1300000,6800000,3300000,' Approved'
819,2,' Not Graduate',' No',6500000,14100000,2,709,1000000,12700000,20900000,4000000,' Approved'
1847,0,' Not Graduate',' No',8500000,17200000,12,624,6500000,8400000,18600000,5100000,' Approved'
2555,4,' Not Graduate',' Yes',5000000,18000000,14,307,5300000,5600000,12800000,3300000,' Rejected'
498,2,' Not Graduate',' No',8100000,24800000,6,307,200000,4000000,31100000,10500000,' Rejected'
1320,4,' Graduate',' Yes',3800000,7800000,20,891,4600000,7000000,14300000,3300000,' Approved'
1593,2,' Not Graduate',' Yes',7400000,14900000,20,627,15900000,10100000,19000000,10300000,' Approved'
1822,4,' Graduate',' Yes',1500000,3300000,16,382,200000,2400000,3200000,1100000,' Rejected'
4054,1,' Not Graduate',' Yes',7000000,20300000,14,837,7700000,2200000,19700000,5500000,' Approved'
1637,0,' Not Graduate',' Yes',3300000,7700000,12,775,8200000,2100000,7400000,4200000,' Approved'
363,1,' Not Graduate',' Yes',9000000,32200000,16,468,4500000,16400000,28600000,10900000,' Rejected'
3858,4,' Graduate',' Yes',2800000,5500000,8,875,6900000,4000000,6000000,3300000,' Approved'
950,2,' Graduate',' Yes',300000,700000,4,411,600000,0,1200000,100000,' Rejected'
2279,3,' Not Graduate',' Yes',5800000,13600000,12,321,1700000,3300000,22300000,3400000,' Rejected'
2994,0,' Not Graduate',' Yes',3700000,9300000,14,531,8300000,1000000,8900000,1900000,' Rejected'
2620,3,' Not Graduate',' No',2700000,10800000,6,480,4400000,0,10300000,3500000,' Rejected'
3858,4,' Graduate',' Yes',2800000,5500000,8,875,6900000,4000000,6000000,3300000,' Approved'
3923,4,' Graduate',' Yes',1300000,3900000,16,566,700000,200000,3400000,1600000,' Approved'
2539,4,' Not Graduate',' Yes',3900000,12000000,14,893,6000000,4700000,12900000,5200000,' Approved'
1775,3,' Graduate',' Yes',1800000,5100000,8,790,100000,0,3700000,2000000,' Approved'
1275,1,' Graduate',' No',5000000,18800000,14,325,13100000,5700000,12800000,4300000,' Rejected'
56,5,' Not Graduate',' No',6700000,24500000,12,818,1200000,5600000,16300000,6200000,' Approved'
1420,2,' Graduate',' No',9100000,21700000,12,549,25500000,11000000,34700000,12200000,' Rejected'
2059,2,' Not Graduate',' Yes',6600000,17000000,2,457,100000,1800000,23300000,6700000,' Rejected'
2990,5,' Not Graduate',' Yes',6500000,13800000,10,636,13000000,5500000,19400000,8100000,' Approved'
330,4,' Not Graduate',' No',200000,600000,10,404,0,100000,400000,0,' Rejected'
1230,4,' Graduate',' Yes',1800000,5800000,14,305,600000,3300000,3600000,2000000,' Rejected'
1439,1,' Not Graduate',' No',8000000,27800000,6,667,6000000,12600000,22500000,9900000,' Approved'
1360,5,' Graduate',' No',4700000,10200000,16,874,10800000,7700000,11100000,7000000,' Approved'
990,5,' Not Graduate',' No',4400000,14900000,4,865,8200000,6200000,14900000,3500000,' Approved'
3884,4,' Graduate',' No',2300000,5400000,16,490,6200000,3700000,5500000,2100000,' Rejected'
3267,4,' Not Graduate',' Yes',2400000,9400000,2,871,3700000,300000,7100000,3500000,' Approved'
1498,0,' Not Graduate',' Yes',900000,2100000,6,521,100000,1700000,2100000,700000,' Rejected'
4061,3,' Not Graduate',' No',5800000,20600000,20,434,8400000,2700000,22600000,7000000,' Rejected'
3774,3,' Not Graduate',' Yes',8100000,29300000,2,413,8100000,15100000,25500000,6400000,' Approved'
1004,3,' Graduate',' Yes',3300000,9800000,6,360,4500000,600000,11000000,4400000,' Rejected'
1433,2,' Not Graduate',' Yes',2900000,7800000,18,588,400000,100000,11600000,4200000,' Approved'
1660,1,' Not Graduate',' No',500000,1700000,2,680,700000,800000,1400000,700000,' Approved'
293,3,' Graduate',' Yes',3600000,10700000,16,312,2300000,1600000,13100000,5200000,' Rejected'
948,1,' Not Graduate',' No',2300000,6600000,18,513,4600000,900000,9000000,1600000,' Rejected'
2635,5,' Graduate',' No',5300000,20500000,16,802,11200000,7100000,21100000,4100000,' Approved'
3866,0,' Graduate',' No',6400000,14000000,8,486,5100000,12700000,23900000,3700000,' Rejected'
3496,3,' Not Graduate',' Yes',8700000,27200000,18,454,9100000,9300000,30900000,12000000,' Rejected'
1030,2,' Not Graduate',' Yes',9500000,37000000,8,887,21800000,18300000,19200000,11700000,' Approved'
2965,2,' Not Graduate',' No',3100000,9000000,20,892,5000000,5600000,7100000,4000000,' Approved'
3306,0,' Not Graduate',' Yes',6100000,15900000,18,456,12900000,10800000,19100000,8800000,' Rejected'
3034,1,' Graduate',' No',6300000,19000000,20,673,14600000,8100000,16000000,4200000,' Approved'
208,0,' Graduate',' No',7100000,15400000,18,707,10300000,10800000,19600000,5800000,' Approved'
1645,2,' Not Graduate',' Yes',2900000,10200000,10,315,8100000,400000,6500000,1600000,' Rejected'
1604,5,' Not Graduate',' Yes',3500000,11800000,4,642,2300000,2900000,11900000,3600000,' Approved'
709,0,' Graduate',' No',8900000,25800000,18,531,12400000,3400000,22900000,5400000,' Rejected'
1674,1,' Graduate',' Yes',7600000,25400000,10,595,7900000,400000,24900000,11000000,' Approved'
2577,5,' Graduate',' No',600000,1300000,14,408,1000000,300000,1600000,900000,' Rejected'
2718,0,' Not Graduate',' No',9000000,28400000,4,612,0,7200000,26900000,13200000,' Approved'
3153,0,' Not Graduate',' No',6900000,23500000,2,621,7800000,7300000,23100000,9400000,' Approved'
2287,4,' Graduate',' No',7100000,27200000,16,824,2400000,8000000,22400000,3900000,' Approved'
1829,3,' Not Graduate',' Yes',7200000,21600000,2,626,10600000,1600000,26900000,3700000,' Approved'
3407,5,' Not Graduate',' Yes',800000,2200000,14,574,2200000,1200000,1700000,1100000,' Approved'
2088,0,' Graduate',' Yes',5400000,19500000,16,758,2600000,2700000,18300000,6000000,' Approved'
458,5,' Graduate',' Yes',8400000,17500000,12,620,15300000,13600000,26000000,5800000,' Approved'
2096,4,' Not Graduate',' Yes',7900000,31400000,10,654,16500000,15200000,25400000,5000000,' Approved'
1352,4,' Not Graduate',' No',4200000,15500000,18,794,7300000,700000,13400000,2200000,' Approved'
2818,4,' Graduate',' No',8200000,25200000,18,691,5800000,8900000,28500000,10500000,' Approved'
2273,5,' Graduate',' No',8000000,23100000,20,461,5900000,2400000,29300000,7200000,' Rejected'
31,2,' Not Graduate',' No',9800000,25300000,12,313,20200000,5200000,25500000,9300000,' Rejected'
2954,5,' Not Graduate',' No',6900000,19200000,12,408,10000000,5000000,24900000,9000000,' Rejected'
254,0,' Graduate',' No',8800000,30900000,12,729,1700000,700000,25700000,11400000,' Approved'
2150,1,' Graduate',' No',800000,3000000,4,338,900000,1000000,2600000,400000,' Approved'
631,1,' Not Graduate',' Yes',9000000,29900000,2,668,22100000,7200000,24400000,4700000,' Approved'
3315,2,' Graduate',' No',2300000,8800000,18,336,1800000,800000,5200000,1500000,' Rejected'
3257,5,' Graduate',' No',4000000,9100000,10,515,600000,6400000,9900000,5500000,' Rejected'
1149,2,' Graduate',' No',7300000,20000000,6,729,13100000,10700000,17900000,9100000,' Approved'
3714,4,' Not Graduate',' No',8600000,26700000,10,895,2200000,8800000,22600000,6900000,' Approved'
3925,5,' Not Graduate',' No',3200000,9300000,6,656,7000000,3200000,12700000,4200000,' Approved'
1832,0,' Not Graduate',' No',5000000,16300000,12,737,2600000,3400000,11800000,4400000,' Approved'
2031,1,' Graduate',' No',1900000,6000000,20,540,1100000,1400000,4300000,1300000,' Rejected'
2542,3,' Not Graduate',' Yes',8400000,29500000,20,661,14600000,3400000,28900000,10900000,' Approved'
1856,2,' Graduate',' No',5600000,19500000,8,429,6100000,2200000,21100000,7200000,' Rejected'
3921,4,' Graduate',' No',9100000,26600000,2,812,23300000,11900000,33100000,10400000,' Approved'
3023,3,' Not Graduate',' No',5500000,12400000,8,580,800000,900000,19300000,7300000,' Approved'
1779,2,' Graduate',' Yes',1600000,4700000,12,582,1500000,1300000,5200000,1000000,' Approved'
485,3,' Graduate',' Yes',5400000,14400000,8,677,11000000,7900000,20800000,3100000,' Approved'
3662,2,' Not Graduate',' No',2500000,9600000,4,636,900000,1000000,7300000,2000000,' Approved'
1477,2,' Graduate',' Yes',5400000,10900000,14,741,1300000,6000000,20400000,5600000,' Approved'
4098,3,' Graduate',' No',2600000,6300000,10,783,6500000,2400000,6500000,2600000,' Approved'
1908,2,' Graduate',' No',3200000,6300000,10,339,300000,4900000,7300000,2700000,' Rejected'
3130,5,' Graduate',' Yes',1000000,2600000,8,664,900000,1200000,3500000,900000,' Approved'
3306,0,' Not Graduate',' Yes',6100000,15900000,18,456,12900000,10800000,19100000,8800000,' Rejected'
845,2,' Graduate',' Yes',6500000,20900000,14,327,8200000,100000,22800000,4700000,' Rejected'
323,4,' Graduate',' Yes',4900000,17100000,6,612,1300000,7000000,19500000,5000000,' Approved'
2232,4,' Not Graduate',' Yes',9400000,20000000,12,817,3600000,1600000,34400000,8000000,' Approved'
3267,4,' Not Graduate',' Yes',2400000,9400000,2,871,3700000,300000,7100000,3500000,' Approved'
1589,0,' Graduate',' Yes',5600000,19300000,6,407,3400000,3600000,14200000,8400000,' Rejected'
3189,5,' Graduate',' Yes',7100000,20100000,4,700,16900000,2900000,15600000,4500000,' Approved'
3201,3,' Not Graduate',' Yes',8400000,20500000,12,796,22900000,10500000,17600000,11200000,' Approved'
3496,3,' Not Graduate',' Yes',8700000,27200000,18,454,9100000,9300000,30900000,12000000,' Rejected'
655,4,' Graduate',' No',9200000,30300000,10,607,24000000,16600000,29600000,8900000,' Approved'
2802,3,' Graduate',' Yes',4400000,10000000,8,875,5900000,5200000,11700000,4100000,' Approved'
1232,4,' Graduate',' Yes',1200000,4600000,6,757,1900000,200000,4800000,1500000,' Approved'
620,3,' Graduate',' No',8900000,25400000,8,588,19400000,12100000,18800000,4500000,' Approved'
483,4,' Graduate',' No',8300000,24900000,16,506,15400000,5600000,26700000,7000000,' Rejected'
533,5,' Graduate',' Yes',6900000,23900000,6,382,17100000,6900000,21500000,8900000,' Rejected'
2461,5,' Graduate',' No',1100000,4000000,16,498,400000,100000,2300000,700000,' Rejected'
3183,4,' Not Graduate',' No',5000000,11400000,6,336,1600000,4000000,15500000,2500000,' Rejected'
2088,0,' Graduate',' Yes',5400000,19500000,16,758,2600000,2700000,18300000,6000000,' Approved'
1581,0,' Not Graduate',' Yes',7600000,17800000,14,570,15200000,12100000,21500000,9900000,' Approved'
2062,1,' Not Graduate',' No',8300000,29200000,6,877,13700000,9900000,31500000,9500000,' Approved'
3295,0,' Not Graduate',' Yes',800000,2400000,4,518,500000,800000,2800000,500000,' Approved'
888,1,' Graduate',' No',1900000,4200000,12,821,5200000,1500000,5000000,2700000,' Approved'
1923,5,' Not Graduate',' Yes',5300000,13700000,18,708,7600000,900000,19200000,5900000,' Approved'
3319,5,' Graduate',' Yes',9000000,20400000,6,451,5200000,11400000,28200000,9000000,' Rejected'
309,3,' Graduate',' No',9600000,19900000,14,452,4200000,16200000,28500000,6600000,' Rejected'
1430,5,' Not Graduate',' No',6600000,25800000,10,670,4600000,7200000,20600000,8500000,' Approved'
3073,4,' Not Graduate',' Yes',8000000,23200000,14,738,10900000,12100000,19900000,5400000,' Approved'
189,5,' Not Graduate',' Yes',7300000,23300000,6,622,7100000,11600000,26400000,10500000,' Approved'
1553,0,' Not Graduate',' No',7000000,18300000,6,541,6300000,6400000,20800000,8300000,' Rejected'
4037,1,' Graduate',' No',6500000,18500000,16,815,6300000,10000000,13400000,4000000,' Approved'
1830,1,' Not Graduate',' Yes',3000000,6000000,16,518,3800000,1700000,11600000,3900000,' Rejected'
1185,2,' Not Graduate',' No',8800000,19000000,14,637,13700000,13900000,27100000,6100000,' Approved'
3668,4,' Not Graduate',' Yes',6300000,16900000,16,582,16000000,3600000,23700000,6000000,' Approved'
2055,3,' Not Graduate',' Yes',8000000,25600000,6,337,8800000,500000,18900000,9800000,' Rejected'
