Make,Model,'Vehicle Class','Engine Size(L)',Cylinders,Transmission,'Fuel Type','Fuel Consumption City (L/100 km)','Fuel Consumption Hwy (L/100 km)','Fuel Consumption Comb (L/100 km)','Fuel Consumption Comb (mpg)','CO2 Emissions(g/km)'
LINCOLN,'Continental AWD',FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
MERCEDES-BENZ,'AMG GLE 43 4MATIC','SUV - STANDARD',3,6,A9,Z,14,10.6,12.4,23,292
TOYOTA,TACOMA,'PICKUP TRUCK - SMALL',2.7,4,M5,X,11.3,8.9,10.2,28,235
MERCEDES-BENZ,'SLS AMG ROADSTER',TWO-SEATER,6.2,8,AS7,Z,18.2,12.6,15.7,18,361
VOLVO,'S60 T5 AWD',COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,232
FORD,'ESCAPE AWD','SUV - SMALL',2,4,AS6,X,11.4,8.4,10.1,28,232
CADILLAC,'CTS Vsport',MID-SIZE,3.6,6,AS8,Z,15,9.9,12.7,22,299
HONDA,'Civic Coupe',COMPACT,1.5,4,AV7,X,7.8,6.4,7.2,39,167
PORSCHE,'PANAMERA TURBO S EXECUTIVE',FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,297
HONDA,'Insight Touring',MID-SIZE,1.5,4,AV,X,4.6,5.3,4.9,58,114
CHEVROLET,'SONIC 5','STATION WAGON - SMALL',1.8,4,M5,X,9,6.8,8,35,187
SUBARU,'Impreza 4-Door AWD',MID-SIZE,2,4,AV7,X,8.3,6.4,7.5,38,174
INFINITI,'Q70 AWD',MID-SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267
NISSAN,Micra,COMPACT,1.6,4,A4,X,9,6.8,8,35,188
TOYOTA,'RAV4 HYBRID AWD','SUV - SMALL',2.5,4,AV6,X,6.9,7.6,7.2,39,169
NISSAN,'NV200 CARGO VAN','SPECIAL PURPOSE VEHICLE',2,4,AV,X,9.8,8.8,9.3,30,218
JAGUAR,'E-PACE P250','SUV - SMALL',2,4,AS9,Z,11,8.4,9.8,29,231
PORSCHE,'911 CARRERA CABRIOLET',MINICOMPACT,3,6,AM7,Z,10.8,8.3,9.7,29,227
MERCEDES-BENZ,'CLS 400 4MATIC',COMPACT,3,6,AS7,Z,12.2,8.8,10.7,26,252
CHEVROLET,'Silverado 4WD LT Trail Boss','PICKUP TRUCK - STANDARD',5.3,8,A10,X,14.7,11.2,13.1,22,307
GMC,'SAVANA 3500 PASSENGER','VAN - PASSENGER',4.8,8,A6,X,21.3,14.3,18.2,16,419
HONDA,'PILOT AWD','SUV - SMALL',3.5,6,A6,X,13,9.3,11.3,25,266
MERCEDES-BENZ,'AMG GT ROADSTER',TWO-SEATER,4,8,AM7,Z,14.7,11,13,22,304
MERCEDES-BENZ,'AMG SL 63',TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23,298
FORD,'Flex AWD GTDI','SUV - STANDARD',3.5,6,AS6,X,15.7,11.2,13.7,21,322
TOYOTA,'Prius c',COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120
BMW,'435i xDRIVE GRAN COUPE',COMPACT,3,6,AS8,Z,11.9,7.8,10,28,230
GMC,'YUKON FFV','SUV - STANDARD',5.3,8,A6,X,15.1,10.4,13,22,305
DODGE,Challenger,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
HONDA,'HR-V AWD','STATION WAGON - SMALL',1.8,4,AV,X,8.9,7.5,8.2,34,194
SUBARU,WRX,COMPACT,2,4,M6,Z,11.3,8.4,10,28,233
FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,7,8.9,32,205
AUDI,'A4 allroad quattro','STATION WAGON - SMALL',2,4,AM7,Z,10,7.4,8.8,32,206
TOYOTA,VENZA,'SUV - SMALL',2.7,4,AS6,X,11.4,8.2,10,28,230
KIA,'FORTE (MPI)',MID-SIZE,2,4,AS6,X,7.9,6.3,7.2,39,170
FORD,'MUSTANG (Performance Pkg)',SUBCOMPACT,5,8,M6,X,16.7,10.2,13.8,20,324
GMC,'ACADIA AWD','SUV - STANDARD',3.6,6,A6,X,16.1,10.8,13.7,21,323
JEEP,COMPASS,'SUV - SMALL',2.4,4,A6,X,11.1,8.3,9.8,29,225
SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.7,7.2,8.6,33,200
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',5,8,A6,E,22.4,17,20,14,320
CADILLAC,CTS,MID-SIZE,2,4,AS6,Z,11.5,7.9,9.9,29,228
PORSCHE,BOXSTER,TWO-SEATER,2,4,AM7,Z,10.5,8,9.4,30,219
HONDA,'Odyssey Touring',MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,247
CHRYSLER,'300 AWD',FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
BMW,'328i xDRIVE GRAN TURISMO',FULL-SIZE,2,4,A8,Z,10.6,7.2,9.1,31,209
GMC,'YUKON 4WD FFV','SUV - STANDARD',5.3,8,A6,E,20.8,14.5,18,16,299
MINI,'JOHN COOPER WORKS COUPE',TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
BMW,M2,SUBCOMPACT,3,6,M6,Z,13.1,9.2,11.4,25,267
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',5,8,AS10,E,20.3,14.7,17.8,16,296
MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,9.2,7,8.2,34,189
CHEVROLET,'COLORADO 4WD','PICKUP TRUCK - SMALL',2.8,4,A6,D,12,8.2,10.3,27,277
PORSCHE,'911 CARRERA 4S',MINICOMPACT,3,6,M7,Z,12.1,8.4,10.4,27,243
CHEVROLET,'COLORADO 4WD','PICKUP TRUCK - SMALL',2.8,4,A6,D,12,8.2,10.3,27,277
BMW,M3,COMPACT,3,6,M6,Z,13.5,9.3,11.6,24,273
VOLKSWAGEN,CC,COMPACT,2,4,M6,Z,11.4,7.4,9.6,29,221
TOYOTA,'SEQUOIA 4WD','SUV - STANDARD',5.7,8,AS6,X,19,13.9,16.7,17,384
RAM,'1500 4X4 FFV','PICKUP TRUCK - STANDARD',3.6,6,A8,X,14.5,10.2,12.6,22,294
DODGE,'GRAND CARAVAN FFV',MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,271
INFINITI,'Q60 AWD COUPE',SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265
LEXUS,'ES 300h',MID-SIZE,2.5,4,AV6,X,5.8,6.1,5.9,48,139
HONDA,FIT,'STATION WAGON - SMALL',1.5,4,AV7,X,7.6,6.4,7,40,164
VOLKSWAGEN,'GOLF SPORTWAGEN 4MOTION','STATION WAGON - SMALL',1.8,4,M6,X,10.8,7.6,9.3,30,218
'ALFA ROMEO',4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26,255
CHEVROLET,EQUINOX,'SUV - SMALL',3.6,6,A6,E,18.8,13.1,16.2,17,259
BMW,'X1 xDRIVE35i','SUV - SMALL',3,6,A6,Z,13.2,8.9,11.3,25,260
HONDA,'Insight Touring',MID-SIZE,1.5,4,AV,X,4.6,5.3,4.9,58,114
JEEP,'GRAND CHEROKEE 4X4','SUV - STANDARD',5.7,8,A8,X,16.6,10.7,14,20,328
HONDA,'Ridgeline AWD','PICKUP TRUCK - STANDARD',3.5,6,AS9,X,12.6,10,11.4,25,269
DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
'ASTON MARTIN','VANTAGE GT',TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,338
CHEVROLET,'SILVERADO 4WD FFV','PICKUP TRUCK - STANDARD',4.3,6,A6,E,20.2,15.2,18,16,294
FORD,'E350 WAGON FFV','VAN - PASSENGER',5.4,8,A4,E,26.7,20.5,23.9,12,382
MAZDA,'MAZDA6 (i-ELOOP)',MID-SIZE,2.5,4,AS6,X,8.9,6.7,7.9,36,186
HONDA,'Civic Hatchback Sport',FULL-SIZE,1.5,4,M6,Z,8,6.2,7.2,39,167
HYUNDAI,'Sonata Hybrid SE',MID-SIZE,2,4,AM6,X,5.9,5.1,5.6,50,132
HONDA,'PILOT AWD','SUV - SMALL',3.5,6,A6,X,13,9.3,11.3,25,266
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19,12.5,16.1,18,375
SUBARU,'OUTBACK AWD','SUV - SMALL',3.6,6,AV6,X,12,8.6,10.5,27,242
CADILLAC,'CTS Vsport',MID-SIZE,3.6,6,AS8,Z,15,9.9,12.7,22,299
JEEP,'Cherokee 4X4 Active Drive II','SUV - SMALL',2,4,A9,X,11.5,8.6,10.2,28,240
DODGE,'JOURNEY FFV','SUV - SMALL',3.6,6,A6,E,18.9,12.9,16.2,17,259
FORD,'Mustang Convertible (Performance Pkg)',SUBCOMPACT,2.3,4,AS10,X,11.8,8.7,10.4,27,244
JAGUAR,'XJR LWB',FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
BMW,'X5 M50i','SUV - STANDARD',4.4,8,AS8,Z,14.5,10.7,12.8,22,302
MERCEDES-BENZ,'C 300 4MATIC CABRIOLET',SUBCOMPACT,2,4,A9,Z,10.8,8,9.6,29,224
VOLKSWAGEN,'GOLF R',COMPACT,2,4,M6,Z,11.1,8.1,9.8,29,227
MERCEDES-BENZ,'AMG GT R Coupe',TWO-SEATER,4,8,AM7,Z,15.9,11.8,14,20,327
GMC,'SIERRA eASSIST 4WD','PICKUP TRUCK - STANDARD',5.3,8,A8,X,14.4,11.2,13,22,304
RAM,'1500 (MDS)','PICKUP TRUCK - STANDARD',5.7,8,A8,X,15.7,10.9,13.6,21,313
'ASTON MARTIN','DB11 V12',MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322
HYUNDAI,Elantra,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M5,X,7.6,6,6.9,41,159
NISSAN,JUKE,'STATION WAGON - SMALL',1.6,4,M6,Z,8.5,6.9,7.8,36,183
BMW,'M760Li xDrive',FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,15.1,19,355
MINI,'JOHN COOPER WORKS',SUBCOMPACT,2,4,AS6,Z,9.4,7.5,8.5,33,199
BMW,'330i xDrive',COMPACT,2,4,AS8,Z,9.5,6.9,8.3,34,194
FORD,'F-150 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',3.5,6,AS10,X,14.7,11.2,13.1,22,308
GENESIS,'G70 AWD',COMPACT,2,4,AS8,Z,11.5,8.7,10.3,27,241
HONDA,'Pilot AWD','SUV - SMALL',3.5,6,AS9,X,12.4,9.3,11,26,257
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.2,9.6,29,226
DODGE,'CHARGER AWD',FULL-SIZE,5.7,8,A5,X,16,10.1,13.3,21,312
MINI,'JOHN COOPER WORKS',SUBCOMPACT,2,4,AS6,Z,9.4,7.5,8.5,33,199
FORD,'FLEX AWD','SUV - STANDARD',3.5,6,AS6,X,13.7,10.1,12.1,23,278
MINI,'Cooper Countryman ALL4',MID-SIZE,1.5,3,AS8,Z,9.8,7.1,8.6,33,200
BMW,M235i,SUBCOMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232
HYUNDAI,'ELANTRA GT',MID-SIZE,2,4,M6,X,9.8,6.9,8.5,33,196
VOLVO,'XC90 T5 AWD','SUV - STANDARD',2,4,AS8,Z,11.3,8.5,10,28,233
MERCEDES-BENZ,'GLA 250 4MATIC','SUV - SMALL',2,4,AS7,Z,9.8,7.4,8.7,32,200
PORSCHE,'MACAN TURBO','SUV - SMALL',3.6,6,A7,Z,14.2,10.1,12.3,23,287
AUDI,'TTS Coupe',SUBCOMPACT,2,4,AM7,Z,10.4,8.2,9.4,30,220
VOLKSWAGEN,'JETTA HYBRID',COMPACT,1.4,4,AM7,Z,5.6,4.9,5.3,53,122
KIA,'FORTE 5',FULL-SIZE,2,4,M6,X,9.7,6.9,8.4,34,197
NISSAN,'370Z ROADSTER',TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,278
LEXUS,'LS 600h L',MID-SIZE,5,8,AV8,Z,12.7,10.1,11.5,25,268
GENESIS,'G70 AWD',COMPACT,2,4,AS8,Z,11.4,8.6,10.2,28,238
HYUNDAI,ELANTRA,MID-SIZE,2,4,AS6,X,8.3,6.4,7.4,38,174
LINCOLN,'CONTINENTAL AWD',FULL-SIZE,2.7,6,AS6,X,14,9.4,12,24,280
BUICK,'Envision AWD','SUV - SMALL',2,4,A9,Z,11.7,9.4,10.7,26,250
INFINITI,'Q50 AWD',MID-SIZE,2,4,AS7,Z,10.6,8.4,9.6,29,226
RAM,'1500 4X4 FFV','PICKUP TRUCK - STANDARD',3.6,6,A8,X,14.6,10.1,12.6,22,294
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',5.3,8,A6,E,19.9,13.8,17.2,16,275
NISSAN,Micra,COMPACT,1.6,4,A4,X,9,6.8,8,35,188
MAZDA,'MAZDA3 5-DOOR',MID-SIZE,2,4,AS6,X,8,5.9,7.1,40,163
FORD,'Mustang (Performance Pkg)',SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242
AUDI,'A7 quattro',MID-SIZE,3,6,AM7,Z,10.9,8.2,9.7,29,226
LINCOLN,'CONTINENTAL AWD',FULL-SIZE,3,6,AS6,X,14.4,9.7,12.3,23,288
HONDA,'CIVIC HATCHBACK',FULL-SIZE,1.5,4,AV,X,7.7,6,6.9,41,162
JEEP,'NEW COMPASS 4X4','SUV - SMALL',2.4,4,M6,X,10.8,7.6,9.4,30,221
GMC,'ACADIA AWD','SUV - STANDARD',3.6,6,A6,X,16.1,10.8,13.7,21,323
BMW,'430i xDRIVE CABRIOLET',SUBCOMPACT,2,4,AS8,Z,10.7,7.3,9.1,31,214
MERCEDES-BENZ,'B 250','STATION WAGON - SMALL',2,4,AS7,Z,9.2,6.6,8,35,184
CHEVROLET,'SILVERADO 4WD','PICKUP TRUCK - STANDARD',5.3,8,A6,E,19.9,14.2,17.3,16,277
GMC,'Yukon 4WD','SUV - STANDARD',6.2,8,A10,Z,16.5,10.9,13.9,20,327
GENESIS,'G80 AWD',FULL-SIZE,5,8,AS8,Z,15.6,10.4,13.2,21,312
DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,33,198
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AS8,Z,11.5,8.1,10,28,230
VOLKSWAGEN,CC,COMPACT,2,4,M6,Z,11.4,7.4,9.6,29,221
SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.6,7.1,8.5,33,196
KIA,'Sorento AWD','SUV - SMALL',3.3,6,AS8,X,12.3,9.5,11.1,25,261
FIAT,500X,'SUV - SMALL',1.4,4,M6,X,9.5,7.1,8.4,34,197
JAGUAR,'F-TYPE Coupe',TWO-SEATER,3,6,M6,Z,14.9,9.8,12.6,22,296
PORSCHE,'911 Targa 4 GTS',MINICOMPACT,3,6,AM7,Z,12.1,9.2,10.8,26,251
MERCEDES-BENZ,'E 400 CABRIOLET',SUBCOMPACT,3.5,6,AS7,Z,11.5,8.1,10,28,230
CHEVROLET,'EQUINOX AWD','SUV - SMALL',2,4,A9,Z,10.9,8.3,9.7,29,228
FORD,'EXPLORER FFV AWD','SUV - STANDARD',3.5,6,AS6,E,19.7,14.3,17.3,16,288
HONDA,'Odyssey Touring',MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,247
TOYOTA,TUNDRA,'PICKUP TRUCK - STANDARD',4.6,8,AS6,X,15.8,12.3,14.2,20,334
CHEVROLET,Tahoe,'SUV - STANDARD',5.3,8,A6,X,15.7,10.5,13.4,21,314
GMC,CANYON,'PICKUP TRUCK - SMALL',2.8,4,A6,D,10.8,7.9,9.5,30,255
LINCOLN,'MKT AWD','SUV - STANDARD',3.5,6,AS6,X,15.7,11.2,13.7,21,322
SUBARU,'OUTBACK AWD','SUV - SMALL',2.5,4,AV7,X,9.4,7.3,8.5,33,198
JAGUAR,'XF 35t AWD',MID-SIZE,3,6,AS8,Z,12,8.4,10.4,27,243
VOLVO,'XC70 T5','SUV - SMALL',2,4,AS8,X,10.3,7.6,9.1,31,213
PORSCHE,'911 CARRERA CABRIOLET',MINICOMPACT,3,6,AM7,Z,10.8,8.3,9.7,29,227
HONDA,'CR-V AWD','SUV - SMALL',2.4,4,AV,X,9.5,7.5,8.6,33,202
NISSAN,'JUKE AWD','STATION WAGON - SMALL',1.6,4,AV7,Z,8.8,7.5,8.2,34,194
CHEVROLET,'EXPRESS 1500 CARGO CONV AWD','VAN - CARGO',5.3,8,A4,X,18.3,14.2,16.5,17,380
FORD,'F-150 FFV 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',5,8,AS10,E,21.4,17.2,19.5,14,325
MAZDA,'MAZDA6 (i-ELOOP)',MID-SIZE,2.5,4,AS6,X,8.4,5.9,7.3,39,168
FORD,'ESCAPE AWD','SUV - SMALL',1.5,4,AS6,X,10.7,8.3,9.6,29,226
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',3.5,6,A6,E,18.9,14.2,16.8,17,269
MERCEDES-BENZ,'CLA 250 4MATIC',SUBCOMPACT,2,4,AS7,Z,9.9,7.4,8.8,32,202
SUBARU,'CROSSTREK AWD','SUV - SMALL',2,4,AV6,X,9.1,7.2,8.2,34,193
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',5.3,8,A6,X,14.6,10.4,12.7,22,298
TOYOTA,'SEQUOIA 4WD','SUV - STANDARD',5.7,8,AS6,X,19,13.9,16.7,17,384
'ASTON MARTIN','VANTAGE GT',TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,338
HYUNDAI,Elantra,MID-SIZE,1.6,4,AM7,X,8.9,7,8.1,35,189
PORSCHE,'911 GT3 Touring',TWO-SEATER,4,6,M6,Z,16.4,11.2,14.1,20,334
FORD,'FOCUS FFV',COMPACT,2,4,AM6,E,12.2,8.8,10.6,27,177
GMC,'Sierra 4WD','PICKUP TRUCK - STANDARD',4.3,6,A6,X,15.8,11.9,14,20,329
AUDI,'A4 QUATTRO',COMPACT,2,4,AS8,Z,11,7.8,9.6,29,224
HONDA,'CIVIC SEDAN',MID-SIZE,2,4,AV,X,7.8,5.8,6.9,41,162
FORD,'TRANSIT CONNECT WAGON TAXI','SPECIAL PURPOSE VEHICLE',2.5,4,AS6,X,12,8.5,10.4,27,239
MASERATI,'QUATTROPORTE GTS',FULL-SIZE,3.8,8,AS8,Z,17.6,10.7,14.5,19,334
HONDA,'CR-V AWD','SUV - SMALL',2.4,4,AV,X,9.5,7.5,8.6,33,202
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.3,7.6,37,179
PORSCHE,'911 CARRERA S',MINICOMPACT,3.8,6,AM7,Z,12.1,8.7,10.6,27,244
AUDI,S5,SUBCOMPACT,3,6,A7,Z,13.2,9.2,11.4,25,262
BMW,'Z4 sDrive30i',TWO-SEATER,2,4,AS8,Z,9.5,7.4,8.5,33,200
MERCEDES-BENZ,'ML 350 BLUETEC 4MATIC','SUV - STANDARD',3,6,AS7,D,11.8,8.5,10.3,27,278
MERCEDES-BENZ,'AMG GLE 43 4MATIC Coupe','SUV - STANDARD',3,6,A9,Z,14.1,10.9,12.6,22,297
CADILLAC,ATS,COMPACT,2.5,4,AS6,X,11.1,7.2,9.3,30,214
MERCEDES-BENZ,'GLC 300 4MATIC','SUV - SMALL',2,4,A9,Z,11,8.7,10,28,234
MAZDA,'MAZDA3 4-DOOR',COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,173
CHEVROLET,'CAMARO SS',COMPACT,6.2,8,M6,Z,15,9.9,12.7,22,292
DODGE,'Charger (MDS)',FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302
GMC,ACADIA,'SUV - STANDARD',2.5,4,A6,X,11,9.2,10.2,28,239
VOLKSWAGEN,'Atlas 4MOTION','SUV - STANDARD',3.6,6,AS8,X,13.8,10.2,12.2,23,286
MINI,'JOHN COOPER WORKS COUNTRYMAN ALL4',COMPACT,1.6,4,AS6,Z,10.1,7.7,9,31,212
MAZDA,'CX-5 4WD','SUV - SMALL',2.5,4,AS6,X,9.9,7.9,9,31,207
GMC,'SAVANA 3500 PASSENGER FFV','VAN - PASSENGER',6,8,A6,X,22.2,15.1,19,15,437
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',5.3,8,A6,E,19.9,13.8,17.2,16,275
LINCOLN,'Navigator 4X4','SUV - STANDARD',3.5,6,AS10,X,15,11.5,13.4,21,315
FORD,'EXPLORER FFV AWD','SUV - STANDARD',3.5,6,AS6,E,19.7,14.3,17.3,16,288
DODGE,'CHARGER AWD',FULL-SIZE,5.7,8,A5,X,16,10.1,13.3,21,312
DODGE,'JOURNEY FFV','SUV - SMALL',3.6,6,A6,E,19.1,13.2,16.4,17,274
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.6,6.7,8.3,34,195
GMC,SIERRA,'PICKUP TRUCK - STANDARD',6.2,8,A8,Z,15.9,11.2,13.8,20,323
MITSUBISHI,'OUTLANDER 4WD','SUV - SMALL',3,6,AS6,Z,11.5,8.4,10.1,28,232
CHEVROLET,'EXPRESS 2500 PASSENGER FFV','VAN - PASSENGER',6,8,A6,E,30.3,20.5,25.9,11,414
HONDA,'ACCORD COUPE',MID-SIZE,3.5,6,M6,X,12.9,8.4,10.9,26,254
JEEP,'COMPASS 4X4','SUV - SMALL',2.4,4,A6,X,11.4,8.7,10.2,28,235
MERCEDES-BENZ,'AMG CLA 45 4MATIC',COMPACT,2,4,AM7,Z,10.3,7.9,9.2,31,217
NISSAN,Sentra,MID-SIZE,2,4,M6,X,9.4,6.4,8,35,188
'ALFA ROMEO','Stelvio AWD Quadrifoglio','SUV - SMALL',2.9,6,A8,Z,13.9,10.3,12.3,23,288
RAM,'1500 ECODIESEL HFE','PICKUP TRUCK - STANDARD',3,6,A8,D,11.3,8,9.8,29,264
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,7.8,36,182
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,357
CADILLAC,'CTS AWD',MID-SIZE,3.6,6,AS8,X,13.3,9.2,11.5,25,269
CHEVROLET,TRAVERSE,'SUV - STANDARD',2,4,A9,Z,11.7,9,10.5,27,246
MAZDA,'MAZDA6 (i-ELOOP)',MID-SIZE,2.5,4,AS6,X,8.9,6.7,7.9,36,186
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.6,11.1,14.1,20,332
CHEVROLET,'SUBURBAN 4WD FFV','SUV - STANDARD',5.3,8,A6,X,15.3,10.9,13.3,21,312
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.6,11.1,14.1,20,332
PORSCHE,BOXSTER,TWO-SEATER,2,4,AM7,Z,10.5,8,9.4,30,219
CADILLAC,SRX,'SUV - STANDARD',3.6,6,AS6,X,14.2,9.8,12.3,23,287
DODGE,'CHALLENGER (MDS)',MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
PORSCHE,'911 CARRERA 4',MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7,26,251
FORD,'F-150 FFV (Payload Pkg)','PICKUP TRUCK - STANDARD',5,8,AS10,E,19.9,15.8,18,16,300
MERCEDES-BENZ,'AMG CLA 45',COMPACT,2,4,AS7,Z,10.2,7.7,9.1,31,214
NISSAN,'PATHFINDER 4WD','SUV - SMALL',3.5,6,AV,X,12.1,8.9,10.7,26,250
MERCEDES-BENZ,'C 300 4MATIC',COMPACT,2,4,A9,Z,11,7.3,9.4,30,219
GMC,'Sierra 4WD','PICKUP TRUCK - STANDARD',5.3,8,A6,X,15.9,11.8,14.1,20,331
KIA,CADENZA,FULL-SIZE,3.3,6,AS8,X,11.5,8.5,10.2,28,237
FORD,'TAURUS AWD',FULL-SIZE,3.5,6,AS6,X,14.7,9.8,12.5,23,293
ACURA,'RDX AWD A-SPEC','SUV - SMALL',2,4,AS10,Z,11.3,9.1,10.3,27,242
NISSAN,JUKE,'STATION WAGON - SMALL',1.6,4,M6,X,8.4,6.9,7.7,37,177
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
PORSCHE,'911 Carrera 4S Cabriolet',MINICOMPACT,3,6,AM7,Z,11,8.5,9.9,29,231
FORD,'Transit Connect Van FFV','SPECIAL PURPOSE VEHICLE',2,4,AS8,X,9.8,8.8,9.3,30,219
MERCEDES-BENZ,'SL 550',TWO-SEATER,4.7,8,AS7,Z,13.4,9.6,11.7,24,269
FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,6.9,8.9,32,209
NISSAN,Micra,COMPACT,1.6,4,A4,X,9,6.8,8,35,188
FORD,'ESCAPE AWD','SUV - SMALL',2,4,AS6,X,11.4,8.4,10,28,236
MAZDA,'Mazda3 4-Door',COMPACT,2.5,4,AS6,X,8.8,6.4,7.7,37,181
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19,12.5,16.1,18,375
PORSCHE,Cayenne,'SUV - STANDARD',3,6,AS8,Z,12.5,10,11.4,25,265
VOLVO,'XC60 T6 AWD','SUV - SMALL',2,4,AS8,Z,11.8,9.1,10.6,27,247
HONDA,'CIVIC HATCHBACK',FULL-SIZE,1.5,4,AV,X,7.7,6,6.9,41,162
BMW,M2,SUBCOMPACT,3,6,M6,Z,13.1,9.2,11.4,25,267
MITSUBISHI,RVR,'SUV - SMALL',2,4,M5,X,10.3,8,9.3,30,214
LEXUS,'CT 200h',COMPACT,1.8,4,AV,X,5.5,5.8,5.6,50,129
MERCEDES-BENZ,'E 300 4MATIC',MID-SIZE,3.5,6,AS7,Z,11.9,8.2,10.2,28,235
GMC,Terrain,'SUV - SMALL',1.5,4,A9,X,9.2,7.8,8.6,33,202
FORD,MUSTANG,SUBCOMPACT,5,8,AS6,X,14.9,9.5,12.4,23,285
MERCEDES-BENZ,'GLA 250 4MATIC','SUV - SMALL',2,4,AS7,Z,9.8,7.4,8.7,32,200
MAZDA,'CX-5 (Cylinder Deactivation)','SUV - SMALL',2.5,4,AS6,X,9.3,7.6,8.5,33,201
TOYOTA,'Highlander AWD LE','SUV - STANDARD',3.5,6,AS8,X,11.7,8.8,10.4,27,242
CHRYSLER,'300 AWD',FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
BMW,'230i COUPE',SUBCOMPACT,2,4,M6,Z,11.1,7.3,9.4,30,219
LEXUS,'GX 460','SUV - STANDARD',4.6,8,AS6,Z,16,12.9,14.6,19,341
MINI,'John Cooper Works Clubman ALL4',MID-SIZE,2,4,AS8,Z,10.1,7.6,9,31,210
DODGE,'CHALLENGER SRT',MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,320
GMC,'Sierra WT 4WD','PICKUP TRUCK - STANDARD',2.7,4,A8,X,12.7,11,12,24,280
BMW,M235i,SUBCOMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232
VOLVO,'S60 T5 AWD',COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,232
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11,26,253
CHEVROLET,'EXPRESS 1500 CARGO CONV AWD','VAN - CARGO',5.3,8,A4,X,18.3,14.2,16.5,17,380
